"first_name","last_name","sex","designation","age","salary","unit","leaves_used","leaves_remaining","ratings","past_exp","curr_date"
"DENNY","AINES","M","Analyst",24,41516,"Operations",28,2,2,2,"2016-07-01"
"EDMUND","ADELSPERGER","M","Analyst",25,49764,"Operations",28,2,4,2,"2016-07-01"
"JANNIE","ARAI","F","Analyst",23,48892,"Marketing",16,14,3,1,"2016-07-01"
"ADRIANNE","AREBELA","F","Analyst",23,49248,"Operations",26,4,3,0,"2016-07-01"
"SPENCER","ADELS","M","Analyst",25,45818,"Marketing",21,9,2,2,"2016-07-01"
"SANTOS","AGARD","M","Analyst",24,45675,"Finance",25,5,2,0,"2016-07-01"
"ASA","ALLESSIO","M","Analyst",23,45744,"IT",23,7,2,1,"2016-07-01"
"DOUGLASS","ALLEN","M","Analyst",25,43418,"Management",20,10,5,2,"2016-07-01"
"JEWEL","ANDREPONT","F","Analyst",21,43601,"IT",26,4,2,0,"2016-07-01"
"SHELIA","AMORUSO","F","Senior Analyst",26,66908,"IT",17,13,4,1,"2016-07-01"
"HILARY","ANSTEAD","F","Analyst",23,47667,"Marketing",28,2,4,0,"2016-07-01"
"COLIN","ADELGREN","M","Analyst",24,48689,"IT",29,1,2,1,"2016-07-01"
"SALVADOR","ACKISS","M","Analyst",22,45633,"Management",26,4,5,0,"2016-07-01"
"TERRI","AMACKER","F","Analyst",25,48287,"Management",15,15,3,2,"2016-07-01"
"ALFRED","ABERNATHY","M","Analyst",25,49459,"Marketing",30,0,3,3,"2016-07-01"
"DELLA","AMOS","F","Analyst",24,48222,"Operations",15,15,5,1,"2016-07-01"
"ADAM","ABDALLA","M","Analyst",25,47590,"IT",16,14,4,3,"2016-07-01"
"CONNIE","ALESCI","M","Analyst",25,41166,"Finance",21,9,2,3,"2016-07-01"
"JOSE","ABAD","M","Analyst",25,42064,"Operations",19,11,3,1,"2016-07-01"
"NICKY","ALLIGOOD","M","Analyst",24,44557,"Management",15,15,2,2,"2016-07-01"
"BESSIE","AMANTE","F","Associate",28,87171,"Finance",29,1,3,2,"2016-07-01"
"ALYSON","ARBETMAN","F","Analyst",22,41053,"Marketing",26,4,3,0,"2016-07-01"
"GREG","ABRAMEK","M","Analyst",23,41320,"Finance",22,8,5,0,"2016-07-01"
"MARIANA","ARABIA","F","Analyst",24,49662,"Finance",15,15,2,1,"2016-07-01"
"RYAN","ABBAMONTE","M","Analyst",21,42476,"Management",23,7,2,0,"2016-07-01"
"EDUARDO","ACOBA","M","Senior Analyst",27,51380,"Finance",20,10,5,5,"2016-07-01"
"LUCILE","ANNA","F","Analyst",24,42344,"Marketing",17,13,4,2,"2016-07-01"
"JERRY","ABASCAL","M","Analyst",24,47714,"Marketing",22,8,2,1,"2016-07-01"
"ARIEL","ALBARRAN","M","Analyst",24,44406,"Operations",23,7,4,1,"2016-07-01"
"JUSTINE","ANIS","F","Analyst",25,42214,"Finance",18,12,5,3,"2016-07-01"
"DORSEY","ALMENDAREZ","M","Analyst",21,46813,"Marketing",18,12,3,0,"2016-07-01"
"ESTELA","ANSTETT","F","Analyst",23,48406,"Operations",27,3,2,1,"2016-07-01"
"PATSY","AMBROSIO","F","Analyst",22,41265,"Web",29,1,4,0,"2016-07-01"
"COLLEEN","AMARGO","F","Analyst",21,43539,"Web",25,5,2,0,"2016-07-01"
"DANNY","ABEE","M","Analyst",24,43875,"Finance",23,7,4,0,"2016-07-01"
"EDGAR","ABT","M","Analyst",23,44814,"Marketing",28,2,4,0,"2016-07-01"
"DESIREE","ANALLA","F","Analyst",24,40961,"Management",22,8,5,1,"2016-07-01"
"COLE","AINA","M","Associate",31,91165,"Management",28,2,5,9,"2016-07-01"
"MONROE","AKPAN","M","Analyst",24,48354,"Management",29,1,5,1,"2016-07-01"
"ELIJAH","AGAN","M","Associate",31,82514,"Finance",28,2,2,5,"2016-07-01"
"ANGEL","ABSHIER","M","Analyst",24,42303,"Management",16,14,4,1,"2016-07-01"
"DEWAYNE","AGEL","M","Analyst",21,40424,"IT",29,1,4,0,"2016-07-01"
"ALINE","APER","F","Analyst",23,47591,"Marketing",29,1,3,0,"2016-07-01"
"MATT","ADAME","M","Analyst",23,42490,"IT",24,6,4,1,"2016-07-01"
"MYRON","ADELSON","M","Manager",35,135858,"Management",28,2,5,8,"2016-07-01"
"RAE","ANTHIS","F","Analyst",23,43783,"Web",27,3,3,0,"2016-07-01"
"CARROLL","ADICKES","M","Analyst",25,46386,"IT",22,8,3,1,"2016-07-01"
"LANDON","AKI","M","Analyst",24,41781,"Web",23,7,5,2,"2016-07-01"
"KAYE","APALATEGUI","F","Senior Analyst",27,64636,"Web",26,4,3,1,"2016-07-01"
"MOHAMMAD","AKEY","M","Analyst",24,41069,"Operations",26,4,4,0,"2016-07-01"
"NEVILLE","ALLAIRE","M","Analyst",22,45481,"Management",24,6,3,0,"2016-07-01"
"TANNER","ALDRED","M","Analyst",21,42473,"Operations",30,0,5,0,"2016-07-01"
"REYES","ALESSIO","M","Senior Analyst",28,55949,"Finance",20,10,2,0,"2016-07-01"
"CECILIA","AMIDI","F","Analyst",25,47237,"Management",23,7,2,2,"2016-07-01"
"DEANGELO","ALLGIER","M","Analyst",22,49213,"Marketing",28,2,5,0,"2016-07-01"
"RUDOLF","ALLNUTT","M","Analyst",23,45289,"Management",20,10,4,0,"2016-07-01"
"FREDDY","AGORO","M","Analyst",24,47142,"Management",18,12,4,2,"2016-07-01"
"EZEQUIEL","ALLDAY","M","Analyst",25,41777,"Operations",30,0,3,1,"2016-07-01"
"LEANDRO","ALLSUP","M","Analyst",22,44478,"Web",19,11,4,0,"2016-07-01"
"PATTY","AMOROSO","F","Analyst",25,45128,"IT",18,12,3,2,"2016-07-01"
"LARISSA","ARIZAGA","F","Analyst",22,48959,"Marketing",29,1,2,0,"2016-07-01"
"ESTER","ANGILERI","F","Senior Analyst",25,52009,"Marketing",16,14,4,3,"2016-07-01"
"LARRY","ABADI","M","Analyst",25,46697,"IT",21,9,5,2,"2016-07-01"
"ALFREDA","APSHIRE","F","Analyst",25,43009,"Operations",19,11,2,1,"2016-07-01"
"CLYDE","ABREGO","M","Analyst",24,49928,"Operations",28,2,5,1,"2016-07-01"
"ARNOLDO","ALLSTON","M","Associate",29,93342,"Management",18,12,4,3,"2016-07-01"
"MICHEL","AHMAD","M","Analyst",22,42886,"Operations",25,5,5,0,"2016-07-01"
"DUSTIN","ABRAMOFF","M","Analyst",23,46693,"IT",20,10,3,0,"2016-07-01"
"TAMI","ANDOH","F","Analyst",21,43677,"Marketing",16,14,3,0,"2016-07-01"
"JOSH","ADOLPHSON","M","Senior Analyst",26,52792,"Marketing",27,3,3,0,"2016-07-01"
"VALARIE","ANSTEY","F","Analyst",25,49300,"Marketing",17,13,3,1,"2016-07-01"
"BENJAMIN","ABBRUZZESE","M","Analyst",22,45538,"IT",23,7,3,0,"2016-07-01"
"SAMANTHA","ALVIA","F","Analyst",22,45538,"Finance",20,10,4,0,"2016-07-01"
"HASSAN","ALFONSO","M","Associate",32,88539,"Management",26,4,5,8,"2016-07-01"
"IVETTE","ARGUELLEZ","F","Analyst",25,46847,"Finance",15,15,2,3,"2016-07-01"
"CHRISTIN","ARIGO","F","Analyst",24,47248,"Marketing",28,2,3,2,"2016-07-01"
"ROD","AHAUS","M","Analyst",22,43511,"IT",29,1,3,0,"2016-07-01"
"MILLARD","AHRENHOLZ","M","Associate",28,98506,"Operations",20,10,3,2,"2016-07-01"
"LORENZO","ADAMOS","M","Senior Analyst",28,63841,"Web",21,9,5,0,"2016-07-01"
"ALBA","ARBEITER","F","Analyst",23,46990,"Finance",19,11,2,0,"2016-07-01"
"CRUZ","AKAMINE","M","Senior Analyst",28,69432,"Finance",19,11,4,4,"2016-07-01"
"EMILIO","AGAMAO","M","Analyst",23,47469,"Operations",18,12,4,0,"2016-07-01"
"MARKUS","ALGIEN","M","Senior Analyst",27,69231,"Marketing",16,14,2,0,"2016-07-01"
"MOHAMMED","ALBERDING","M","Analyst",24,49689,"Marketing",27,3,5,1,"2016-07-01"
"CLARA","ALUKONIS","F","Analyst",25,47786,"Finance",15,15,4,3,"2016-07-01"
"TAMARA","AMARIAN","F","Analyst",24,46116,"Management",28,2,2,2,"2016-07-01"
"REUBEN","AGRESTI","M","Analyst",23,42481,"IT",30,0,2,0,"2016-07-01"
"CARMEL","ARMELI","F","Analyst",25,48484,"Management",29,1,2,3,"2016-07-01"
"FREIDA","ARADANAS","F","Analyst",23,47216,"IT",26,4,3,0,"2016-07-01"
"BRADFORD","AESCHLIMAN","M","Associate",32,86819,"Finance",15,15,3,7,"2016-07-01"
"ARRON","ALAMIN","M","Senior Analyst",25,55885,"Marketing",30,0,4,0,"2016-07-01"
"KARI","AN","F","Senior Manager",39,177412,"Web",17,13,2,14,"2016-07-01"
"ANGELINA","AMYS","F","Senior Analyst",26,69716,"Marketing",20,10,2,4,"2016-07-01"
"STEFANIE","ANGELOCCI","F","Analyst",22,49831,"Web",21,9,5,0,"2016-07-01"
"SON","AHLBORN","M","Analyst",24,48410,"Marketing",24,6,3,2,"2016-07-01"
"ED","ADE","M","Analyst",21,47201,"Management",26,4,4,0,"2016-07-01"
"KEVIN","AAS","M","Analyst",22,42384,"IT",29,1,5,0,"2016-07-01"
"JASPER","AGRIOS","M","Analyst",22,40808,"IT",17,13,2,0,"2016-07-01"
"CARROL","ALLAMONG","M","Analyst",21,44657,"Web",18,12,2,0,"2016-07-01"
"FREDERICK","ABETRANI","M","Analyst",21,46142,"Marketing",28,2,4,0,"2016-07-01"
"VINCENZO","ALMARZA","M","Associate",29,92590,"Operations",26,4,4,3,"2016-07-01"
"KATHLEEN","ALPERIN","F","Analyst",23,45755,"Marketing",20,10,4,0,"2016-07-01"
"ALPHONSO","AHYET","M","Analyst",22,44469,"IT",28,2,5,0,"2016-07-01"
"JEANNE","ALZAGA","F","Analyst",22,44744,"Web",27,3,5,0,"2016-07-01"
"ABIGAIL","ANDREOTTI","F","Senior Analyst",28,62659,"IT",29,1,2,2,"2016-07-01"
"WINFORD","ALLWOOD","M","Analyst",23,48317,"IT",25,5,2,1,"2016-07-01"
"CHELSEA","AMUNDSON","F","Analyst",22,49444,"Finance",22,8,5,0,"2016-07-01"
"IRIS","AMINI","F","Senior Analyst",28,61787,"Marketing",22,8,5,0,"2016-07-01"
"LUCIUS","ALLOWAY","M","Analyst",22,45179,"Management",22,8,5,0,"2016-07-01"
"KRISTOFER","ALLRED","M","Analyst",25,44428,"Management",28,2,5,3,"2016-07-01"
"SHANA","ANGLEMYER","F","Analyst",22,42819,"Finance",25,5,5,0,"2016-07-01"
"FABIAN","AHMAU","M","Senior Analyst",26,65110,"IT",25,5,5,0,"2016-07-01"
"JAMEL","ALBANI","M","Associate",28,93996,"Operations",21,9,2,1,"2016-07-01"
"ANA","ALVINE","F","Analyst",24,40406,"IT",24,6,4,1,"2016-07-01"
"SIERRA","ARCEO","F","Analyst",22,43923,"Management",22,8,5,0,"2016-07-01"
"LORENE","ANDERSEN","F","Analyst",24,43121,"Management",18,12,4,1,"2016-07-01"
"MAURICE","ABRANTES","M","Analyst",22,48246,"Marketing",22,8,5,0,"2016-07-01"
"HILLARY","ANTONIA","F","Analyst",23,45389,"Management",27,3,2,1,"2016-07-01"
"RUSSELL","ABDO","M","Analyst",21,47668,"Operations",29,1,2,0,"2016-07-01"
"MAC","ALEVRAS","M","Senior Analyst",25,51747,"Marketing",24,6,4,0,"2016-07-01"
"DERRICK","ABRAMOVICH","M","Associate",28,86702,"Operations",16,14,5,1,"2016-07-01"
"PAMELA","ALPERN","F","Analyst",21,42132,"Finance",24,6,2,0,"2016-07-01"
"IONE","ARKO","F","Senior Analyst",28,51640,"Management",28,2,2,5,"2016-07-01"
"TRISHA","ANDRLE","F","Analyst",23,47755,"Web",15,15,3,0,"2016-07-01"
"AGNES","AMAN","F","Analyst",22,49660,"Marketing",24,6,4,0,"2016-07-01"
"CELIA","AMOROSE","F","Analyst",21,49826,"Operations",17,13,3,0,"2016-07-01"
"LEE","AMMER","F","Analyst",21,46839,"Marketing",17,13,3,0,"2016-07-01"
"PENELOPE","ANTOINE","F","Analyst",21,48203,"Web",24,6,2,0,"2016-07-01"
"LIZZIE","ANGLEBERGER","F","Analyst",23,48869,"IT",21,9,4,1,"2016-07-01"
"BRITTNEY","ANDRULIS","F","Senior Manager",36,181470,"Finance",18,12,2,8,"2016-07-01"
"SHERYL","AMESQUIETO","F","Senior Analyst",26,69590,"IT",22,8,3,0,"2016-07-01"
"JACQUELINE","ALTENBACH","F","Analyst",22,45513,"Operations",25,5,3,0,"2016-07-01"
"GISELA","ARKONTAKY","F","Analyst",21,47769,"Finance",21,9,5,0,"2016-07-01"
"VIRGILIO","ALLENDE","M","Analyst",25,48171,"Management",18,12,2,3,"2016-07-01"
"HOBERT","ALLUMS","M","Analyst",23,45551,"Management",17,13,2,0,"2016-07-01"
"MARION","ACKLEY","M","Analyst",22,49206,"Marketing",24,6,2,0,"2016-07-01"
"SARA","ALTAVILLA","F","Associate",28,75658,"Operations",27,3,4,4,"2016-07-01"
"MARYBETH","ARDOIN","F","Analyst",21,40832,"Management",17,13,5,0,"2016-07-01"
"SHELLIE","ARGROW","F","Analyst",23,47376,"Web",25,5,3,0,"2016-07-01"
"ADALBERTO","ALIANO","M","Analyst",23,44220,"Web",25,5,4,0,"2016-07-01"
"AGATHA","ARGUDO","F","Senior Analyst",25,59246,"Marketing",28,2,4,1,"2016-07-01"
"SHEREE","APPEL","F","Analyst",25,49559,"Management",22,8,5,2,"2016-07-01"
"AIMEE","ANDRE","F","Analyst",22,44806,"Finance",27,3,4,0,"2016-07-01"
"CHARLOTTE","ALTRO","F","Analyst",22,49497,"Web",19,11,4,0,"2016-07-01"
"WILLIAMS","AHARONI","M","Analyst",23,40935,"IT",19,11,5,1,"2016-07-01"
"REYNALDO","AGER","M","Analyst",23,48309,"Operations",20,10,5,0,"2016-07-01"
"STEVEN","AARHUS","M","Analyst",22,49108,"Web",21,9,2,0,"2016-07-01"
"ELISE","ANGER","F","Manager",35,143333,"Operations",21,9,3,9,"2016-07-01"
"TERENCE","ADRION","M","Senior Analyst",26,52198,"Web",25,5,5,4,"2016-07-01"
"JESS","AGERTON","M","Analyst",25,41928,"Marketing",27,3,3,1,"2016-07-01"
"JENNIE","AMBROZ","F","Senior Manager",35,167378,"Operations",26,4,5,9,"2016-07-01"
"GORDON","ABRAHAMSON","M","Analyst",24,48164,"Management",16,14,4,2,"2016-07-01"
"DEANA","ANNAL","F","Analyst",24,45450,"Marketing",16,14,5,1,"2016-07-01"
"ZACK","ALLEVATO","M","Associate",32,78789,"Marketing",28,2,2,4,"2016-07-01"
"LATANYA","ARCIA","F","Analyst",22,44305,"Finance",23,7,4,0,"2016-07-01"
"JERROD","ALBRITTON","M","Analyst",22,45148,"Web",15,15,3,0,"2016-07-01"
"WILBUR","ADAMS","M","Analyst",25,48915,"Operations",17,13,2,2,"2016-07-01"
"EMMANUEL","AGGERS","M","Analyst",21,45223,"Marketing",30,0,3,0,"2016-07-01"
"DONNIE","ACTIS","M","Analyst",25,45485,"Web",18,12,5,3,"2016-07-01"
"JACQUELYN","AMPARO","F","Manager",32,130749,"Operations",28,2,5,7,"2016-07-01"
"LIONEL","ADLAM","M","Senior Analyst",25,68290,"Marketing",15,15,5,0,"2016-07-01"
"ROSA","ALTMAN","F","Analyst",23,41421,"IT",22,8,5,1,"2016-07-01"
"ALLYSON","ANTOLINI","F","Analyst",21,40363,"IT",27,3,5,0,"2016-07-01"
"ERASMO","ALLDER","M","Analyst",23,41904,"Management",26,4,2,0,"2016-07-01"
"KARLA","AMOROS","F","Analyst",23,49449,"Web",20,10,4,0,"2016-07-01"
"DORIAN","ALBREKHT","M","Analyst",25,43794,"IT",15,15,5,2,"2016-07-01"
"ROSEMARIE","ANAGNOSTOU","F","Analyst",22,42102,"Management",16,14,3,0,"2016-07-01"
"MARCOS","ADKINSON","M","Senior Analyst",28,54514,"Management",16,14,3,3,"2016-07-01"
"DARON","ALIMO","M","Analyst",24,43415,"Marketing",19,11,4,1,"2016-07-01"
"TOMMY","ABOUDI","M","Analyst",25,43528,"Marketing",15,15,4,1,"2016-07-01"
"ANDRES","ADAWAY","M","Analyst",22,47667,"Operations",16,14,3,0,"2016-07-01"
"CARMEN","AHUJA","M","Director",40,319742,"IT",20,10,4,15,"2016-07-01"
"RALEIGH","ALIER","M","Analyst",25,47477,"Finance",16,14,4,2,"2016-07-01"
"BETTY","ALMSTEADT","F","Analyst",24,44620,"IT",24,6,4,1,"2016-07-01"
"MARGOT","ARCHIBALD","F","Senior Analyst",28,69772,"Web",19,11,3,4,"2016-07-01"
"MOSES","AFANADOR","M","Analyst",25,48355,"IT",19,11,3,1,"2016-07-01"
"MILTON","ABTS","M","Analyst",23,41455,"Operations",16,14,4,0,"2016-07-01"
"DAMION","ALEXANDRE","M","Analyst",24,48581,"Operations",21,9,2,0,"2016-07-01"
"LAURI","ARANA","F","Analyst",23,43959,"Web",19,11,4,1,"2016-07-01"
"BRENDON","ALFEREZ","M","Analyst",24,41287,"Management",22,8,3,2,"2016-07-01"
"ABE","ALBERTO","M","Analyst",25,47183,"IT",23,7,2,3,"2016-07-01"
"TANYA","AMATO","F","Analyst",21,48546,"IT",21,9,3,0,"2016-07-01"
"JILLIAN","ANGELICO","F","Analyst",25,49773,"IT",27,3,2,3,"2016-07-01"
"MIRIAM","AMELL","F","Analyst",23,48772,"Management",26,4,2,1,"2016-07-01"
"FRANCESCA","ARAQUE","F","Analyst",24,41104,"Web",18,12,3,1,"2016-07-01"
"MARYLOU","ANTILLA","F","Analyst",25,40553,"Marketing",19,11,5,2,"2016-07-01"
"HENRIETTA","ANCHETA","F","Analyst",23,48272,"Web",16,14,3,0,"2016-07-01"
"MORTON","ALBACH","M","Analyst",25,43438,"Web",20,10,5,2,"2016-07-01"
"SAL","ALEJO","M","Analyst",24,48181,"Finance",22,8,4,1,"2016-07-01"
"ELBERT","ADUDDELL","M","Analyst",21,45331,"Finance",27,3,2,0,"2016-07-01"
"GLEN","ABRELL","M","Analyst",21,42458,"Finance",27,3,3,0,"2016-07-01"
"CARMELITA","ARMIJO","F","Senior Analyst",26,65875,"IT",30,0,2,0,"2016-07-01"
"GAIL","ALVARDO","F","Analyst",24,44108,"Operations",27,3,3,2,"2016-07-01"
"MARICELA","ANZALDO","F","Analyst",23,46164,"Finance",30,0,5,0,"2016-07-01"
"PAT","AMRHEIN","F","Analyst",23,42493,"IT",19,11,2,0,"2016-07-01"
"MARTY","ADLE","M","Analyst",22,46883,"Operations",25,5,5,0,"2016-07-01"
"FLORENCIO","ALFIERI","M","Analyst",23,48587,"Management",17,13,4,0,"2016-07-01"
"TRICIA","ANCRUM","F","Analyst",24,40950,"Management",23,7,5,0,"2016-07-01"
"AVA","ANTCZAK","F","Senior Manager",36,190618,"Operations",26,4,5,10,"2016-07-01"
"KATHARINE","ANICK","F","Analyst",25,48784,"Finance",29,1,3,2,"2016-07-01"
"AURORA","ANDRINGA","F","Analyst",24,44002,"Finance",18,12,3,1,"2016-07-01"
"GLORIA","ALSAQRI","F","Analyst",24,43597,"Operations",19,11,2,0,"2016-07-01"
"PHYLLIS","ALTERMATT","F","Senior Analyst",28,64432,"Web",25,5,2,5,"2016-07-01"
"SOPHIA","ANAYA","F","Senior Analyst",28,68884,"Operations",26,4,5,5,"2016-07-01"
"JEANINE","ANGST","F","Senior Analyst",25,50759,"Marketing",16,14,2,1,"2016-07-01"
"WILLIAM","AAKRE","M","Senior Analyst",27,69301,"Web",19,11,3,4,"2016-07-01"
"NOEL","ARMESTO","F","Analyst",23,46217,"Management",19,11,4,1,"2016-07-01"
"GENE","ABRUZZINO","M","Analyst",21,47261,"Finance",21,9,5,0,"2016-07-01"
"CHUCK","AGRESTA","M","Analyst",22,48818,"IT",17,13,2,0,"2016-07-01"
"MARCUS","ABLE","M","Analyst",22,48618,"Web",16,14,2,0,"2016-07-01"
"CATHRINE","ARKENBERG","F","Associate",31,91316,"Marketing",24,6,2,6,"2016-07-01"
"KEITH","ABBEY","M","Senior Manager",38,154106,"Management",16,14,2,12,"2016-07-01"
"MIKE","ABELA","M","Senior Manager",37,189307,"Finance",18,12,3,12,"2016-07-01"
"KENNY","ADAM","M","Analyst",22,44524,"IT",21,9,5,0,"2016-07-01"
"CORI","ARMITAGE","F","Analyst",25,40361,"Web",24,6,3,2,"2016-07-01"
"ANDREAS","ALLEGRINI","M","Analyst",22,44856,"IT",26,4,4,0,"2016-07-01"
"SHAWN","ABDULLAI","M","Manager",32,140762,"Operations",29,1,2,6,"2016-07-01"
"MARILYN","ALTADONNA","F","Analyst",25,47174,"Management",19,11,3,3,"2016-07-01"
"KARA","AMPARAN","F","Analyst",22,47967,"Finance",23,7,4,0,"2016-07-01"
"MAURA","AQUILINA","F","Analyst",24,48441,"IT",23,7,3,1,"2016-07-01"
"LUCILLE","ALUMBAUGH","F","Analyst",21,45425,"Operations",29,1,2,0,"2016-07-01"
"RALPH","ABBITT","M","Analyst",23,41404,"Finance",25,5,2,1,"2016-07-01"
"DIRK","AKIEREISEN","M","Analyst",21,41743,"Web",21,9,5,0,"2016-07-01"
"CANDICE","AMOR","F","Senior Analyst",25,52113,"Marketing",15,15,3,0,"2016-07-01"
"LINDSAY","AMERSON","F","Analyst",24,43150,"Marketing",15,15,4,1,"2016-07-01"
"VICKIE","AMBOISE","F","Analyst",22,40014,"IT",16,14,3,0,"2016-07-01"
"JERRELL","ALLTOP","M","Senior Analyst",26,59121,"Web",18,12,5,1,"2016-07-01"
"STEPHEN","ABALOS","M","Analyst",22,49418,"Marketing",26,4,4,0,"2016-07-01"
"MILES","AGLIAM","M","Analyst",25,41357,"Operations",21,9,3,2,"2016-07-01"
"REYNA","ARAUZ","F","Analyst",21,45856,"Operations",18,12,4,0,"2016-07-01"
"ABBY","ANNEN","F","Analyst",21,45316,"IT",27,3,2,0,"2016-07-01"
"GAYLORD","ALLGAIER","M","Analyst",21,40332,"IT",24,6,3,0,"2016-07-01"
"BERNICE","ALVERO","F","Analyst",22,41673,"Operations",15,15,4,0,"2016-07-01"
"ELOY","ALBRECHT","M","Analyst",25,45188,"Management",29,1,3,2,"2016-07-01"
"GIOVANNI","ALAN","M","Analyst",23,47847,"Marketing",15,15,3,0,"2016-07-01"
"ROLANDO","AERNI","M","Analyst",25,48268,"Finance",23,7,4,2,"2016-07-01"
"TRACY","ACKLIN","M","Analyst",21,48427,"Marketing",20,10,4,0,"2016-07-01"
"BRUNO","AIRHART","M","Analyst",21,44774,"Operations",29,1,2,0,"2016-07-01"
"SOPHIE","ANDEL","F","Analyst",22,42997,"Web",24,6,2,0,"2016-07-01"
"JAIME","ANDRADEZ","F","Analyst",21,48242,"Operations",16,14,3,0,"2016-07-01"
"CARLO","AKBAR","M","Analyst",22,43356,"Operations",25,5,4,0,"2016-07-01"
"PANSY","ARBO","F","Analyst",22,46543,"Web",25,5,2,0,"2016-07-01"
"TRACI","AMSTER","F","Analyst",24,41610,"Web",17,13,4,0,"2016-07-01"
"JILL","ALVAREZ","F","Analyst",22,41430,"Management",24,6,2,0,"2016-07-01"
"KATHRYN","ALTAMIRUNO","F","Analyst",24,46779,"Web",26,4,3,2,"2016-07-01"
"HUNG","ALAMILLO","M","Analyst",25,40786,"IT",24,6,5,2,"2016-07-01"
"ROSALINDA","ANTONIEWICZ","F","Analyst",25,49492,"Operations",28,2,5,3,"2016-07-01"
"LOYD","AHR","M","Associate",30,93212,"Web",28,2,3,2,"2016-07-01"
"REGINALD","ABSALON","M","Analyst",23,47691,"Web",17,13,4,1,"2016-07-01"
"HONG","ALLERS","M","Analyst",21,48127,"Marketing",19,11,3,0,"2016-07-01"
"CHERI","ANDREOLI","F","Analyst",23,42653,"IT",18,12,4,1,"2016-07-01"
"CANDY","ANG","F","Analyst",21,49237,"Web",22,8,3,0,"2016-07-01"
"VALERIE","ALVACADO","F","Analyst",24,49070,"Operations",23,7,3,0,"2016-07-01"
"RANDAL","AFFLECK","M","Analyst",25,47843,"Operations",27,3,5,2,"2016-07-01"
"ROB","AHHEE","M","Senior Analyst",25,56181,"Management",15,15,2,0,"2016-07-01"
"MARYANNE","APGAR","F","Senior Manager",39,197246,"Management",22,8,5,10,"2016-07-01"
"LAKISHA","ANYAN","F","Analyst",25,45986,"Management",29,1,4,1,"2016-07-01"
"MORGAN","ANGALICH","F","Analyst",24,41500,"Management",19,11,2,0,"2016-07-01"
"ESTELLA","ANDROES","F","Senior Analyst",25,60778,"IT",29,1,5,0,"2016-07-01"
"PRESTON","ADDERLEY","M","Analyst",21,41124,"Operations",17,13,3,0,"2016-07-01"
"SHAUN","ADAMCZAK","M","Analyst",23,40669,"Marketing",26,4,3,0,"2016-07-01"
"MALIK","ALLI","M","Analyst",24,45278,"Finance",23,7,3,0,"2016-07-01"
"BUD","ALEJANDRO","M","Analyst",25,45865,"Management",23,7,4,2,"2016-07-01"
"BENNIE","ADDUCI","M","Analyst",24,42662,"Management",24,6,3,1,"2016-07-01"
"FERNANDO","ACEE","M","Senior Analyst",28,67796,"IT",21,9,5,2,"2016-07-01"
"ZENAIDA","ARMSTONG","F","Analyst",21,43669,"Operations",29,1,5,0,"2016-07-01"
"LONNIE","ACERRA","M","Analyst",21,48626,"Marketing",27,3,2,0,"2016-07-01"
"JODY","AMSTERDAM","F","Analyst",24,45324,"Marketing",29,1,4,2,"2016-07-01"
"RONNY","ALANKO","M","Analyst",21,49247,"IT",30,0,3,0,"2016-07-01"
"CHARLIE","ABROM","M","Analyst",23,42737,"Finance",24,6,4,0,"2016-07-01"
"WILLY","ALEY","M","Analyst",22,45545,"Marketing",23,7,4,0,"2016-07-01"
"KRYSTLE","ARDOLINO","F","Analyst",24,44212,"Management",30,0,5,1,"2016-07-01"
"XAVIER","AGUON","M","Analyst",23,49736,"Marketing",17,13,4,0,"2016-07-01"
"LEONARD","ABELARDO","M","Analyst",23,49512,"IT",22,8,5,1,"2016-07-01"
"FREDRICK","ACORS","M","Manager",32,104916,"Operations",26,4,4,2,"2016-07-01"
"LARA","ANNESE","F","Senior Analyst",27,67198,"Marketing",20,10,3,5,"2016-07-01"
"BENITO","AGTARAP","M","Analyst",25,42637,"Web",25,5,5,1,"2016-07-01"
"NOLAN","AHARONOF","M","Analyst",21,45768,"Web",30,0,3,0,"2016-07-01"
"REGGIE","AHMED","M","Analyst",25,43259,"Finance",15,15,3,2,"2016-07-01"
"ROBBIN","ARENZ","F","Analyst",24,47050,"Web",28,2,2,0,"2016-07-01"
"FOSTER","ALDERMAN","M","Senior Analyst",26,68295,"Operations",28,2,5,3,"2016-07-01"
"ELI","AGOSTA","M","Analyst",24,41506,"Operations",19,11,5,0,"2016-07-01"
"DOMINIC","ADEBISI","M","Analyst",22,42125,"Management",24,6,5,0,"2016-07-01"
"TAMRA","APYUAN","F","Senior Analyst",27,60827,"Web",18,12,2,0,"2016-07-01"
"FELTON","ALLCORN","M","Senior Analyst",26,61311,"IT",29,1,3,1,"2016-07-01"
"RAFAEL","ABSON","M","Analyst",24,41248,"IT",21,9,2,1,"2016-07-01"
"POLLY","ANGELES","F","Analyst",22,47945,"Marketing",22,8,2,0,"2016-07-01"
"SHELIA","AMORUSO","F","Senior Analyst",26,66908,"IT",17,13,4,1,"2016-07-01"
"LARISSA","ARIZAGA","F","Analyst",22,48959,"Marketing",29,1,2,0,"2016-07-01"
"BRAIN","AHERNS","M","Analyst",23,40240,"IT",17,13,5,1,"2016-07-01"
"LOIS","ALTERIO","F","Analyst",25,43615,"Operations",30,0,5,2,"2016-07-01"
"ESMERALDA","ANTONACCI","F","Analyst",25,46650,"Web",15,15,3,2,"2016-07-01"
